customer_id,full_name,count_order,avg_spending
732,lavona_austin,1,8975.15
444,caridad_compton,1,8945.74
1279,stan_saunders,1,8936.44
157,carola_rodriquez,2,8930.6
39,janetta_aguirre,2,8891.74
251,kasie_rodriquez,1,8879.45
893,letty_cobb,1,8820.14
959,christel_barber,1,8816.95
1031,tonja_bean,1,8787.12
587,euna_lopez,1,8763.96
328,bettie_glover,1,8740.96
713,ilona_spears,1,8712.84
610,leonore_dorsey,1,8696.07
145,miquel_neal,1,8696.07
54,fran_yang,2,8612.72
109,monica_sears,2,8596.95
252,eleni_gordon,1,8587.39
666,brittni_green,1,8570.96
272,deja_chaney,1,8561.25
649,eli_contreras,1,8550.05
61,elinore_aguilar,3,8545.48
1333,omega_huff,1,8534.37
153,laraine_robbins,2,8534.24
351,margorie_wynn,1,8498.46
778,corrinne_garrison,1,8481.89
1341,rozanne_reyes,1,8476.52
149,meredith_bryan,1,8474.16
1161,santa_larson,1,8445.95
206,stephaine_riddle,1,8429.94
1374,juliane_dillard,1,8394.46
564,bettie_pierce,1,8392.94
119,thalia_dillard,2,8382.06
536,christiane_bradford,1,8376.92
506,irving_pitts,1,8359.21
578,salena_day,1,8342.93
1290,minnie_compton,1,8336.41
115,rey_lindsay,1,8327.94
22,adelle_larsen,2,8325.52
870,dwain_carlson,1,8309.44
1084,regine_odom,1,8303.37
1192,gena_owens,1,8299.96
1069,rodolfo_buck,1,8280.54
1236,rudolph_velez,1,8263.86
420,vince_schneider,1,8204.52
990,casimira_chapman,1,8200.72
800,cris_dunn,1,8177.05
70,tomasa_carson,2,8169.47
9,genoveva_baldwin,3,8144.62
637,kara_higgins,1,8127.94
479,gertha_mejia,1,8109.94
12,robby_sykes,3,8101.71
384,aimee_merritt,1,8096.44
808,vallie_dixon,1,8083.96
173,marquerite_dawson,1,8072.32
1435,merrie_fowler,1,8069.65
991,brigida_larson,1,8062.12
496,shu_mays,1,8056.76
79,ashanti_parks,2,8012.53
1060,tommie_cooley,1,8011.31
1148,lenore_valdez,1,8009.02
1445,ester_acevedo,1,7999.98
934,ocie_slater,1,7999.96
960,arline_lawson,1,7995.8
1238,edgar_quinn,1,7993.86
878,melodie_melton,1,7984.93
160,omer_estrada,1,7975.97
687,cecilia_camacho,1,7971.22
1360,latashia_travis,1,7967.41
112,yuk_vega,1,7952.04
916,alishia_elliott,1,7951.14
1118,ja_dillard,1,7947.44
1026,jenine_dawson,1,7938.93
1300,clorinda_donovan,1,7932.94
172,jeanie_kirkland,2,7920.55
728,viva_dawson,1,7918.84
1406,farrah_orr,1,7900.43
727,kasha_sullivan,1,7855.23
1315,omega_johnston,1,7848.26
581,vonda_berger,1,7824.03
453,courtney_wyatt,1,7823.93
1274,odette_moses,1,7791.05
877,janine_manning,1,7783.41
545,tajuana_rollins,1,7782.87
1081,carson_macias,1,7747.73
407,dannette_guerrero,1,7719.95
1398,nevada_hood,1,7688.27
43,mozelle_carter,3,7683.01
96,floretta_higgins,1,7681.12
66,lorrie_becker,3,7675.43
1052,zora_ford,1,7663.94
859,julianne_shannon,1,7659.33
853,brittney_rojas,1,7601.15
1227,magali_dixon,1,7587.51
787,malisa_mitchell,1,7575.34
529,ellena_clements,1,7568.05
128,terrance_lynn,1,7536.16
269,barton_crosby,1,7526.03
1249,barbra_dickerson,1,7520.03
225,barbera_riggs,1,7486.32
1307,cinda_rocha,1,7482.13
1370,rona_rojas,1,7439.98
390,lorrie_pollard,1,7439.98
308,mazie_fernandez,1,7394.96
472,myron_ruiz,1,7350.46
1245,gabriela_warren,1,7345.73
1125,caleb_england,1,7339.41
793,chantay_maynard,1,7327.03
25,regenia_vaughan,2,7264.63
1043,diane_jones,1,7256.77
675,kermit_bowman,1,7253.61
540,shery_randolph,1,7251.96
268,trinity_riddle,1,7211.72
394,virgen_clemons,1,7184.97
782,ricki_bullock,1,7183.32
354,tonda_armstrong,1,7179.98
726,rochell_cantrell,1,7176.21
1120,karole_alvarez,1,7159.95
1162,carmelina_sellers,1,7157.35
242,rutha_howell,1,7143.66
1151,herminia_reyes,1,7139.95
985,milagros_weber,1,7130.53
672,elma_molina,1,7111.03
569,lucas_estes,1,7105.77
192,bong_hebert,2,7104.19
1150,keturah_reid,1,7091.93
125,herlinda_stone,1,7067.96
1230,jesus_burch,1,7063.46
4,daryl_spence,3,7050.29
1422,tempie_jacobson,1,7049.67
1314,joeann_garrison,1,7045.15
538,sherie_ayala,1,7042.67
665,stacie_sims,1,7040.84
626,leigh_burke,1,7022.96
1372,renna_williams,1,7021.14
37,melia_brady,2,7005.91
417,zoraida_patton,1,7004.83
1442,cassie_cline,1,6987.24
922,elvia_cardenas,1,6978.71
491,celestine_jacobs,1,6971.55
107,cecil_hopper,1,6961.09
72,petronila_norris,2,6957.17
481,jayson_rutledge,1,6947.94
895,elaina_key,1,6929.1
59,latasha_stanley,2,6927.3
349,mable_pratt,1,6912.17
218,casey_gill,1,6902.46
170,regine_gonzales,2,6900.65
123,robena_hill,2,6891.89
754,hue_may,1,6887.13
314,javier_nichols,1,6872.94
276,lavette_wright,1,6866.93
866,lynwood_jackson,1,6843.94
169,karla_kirk,2,6839.18
837,kellye_campbell,1,6829.52
1015,nichelle_rosario,1,6824.97
316,hortencia_graham,1,6815.94
505,wilda_petersen,1,6813.75
187,hedwig_paul,2,6805.81
490,yu_mcdonald,1,6804.95
689,deirdre_ryan,1,6803.97
1248,bethany_herring,1,6794.08
948,siobhan_lang,1,6793.96
1089,chere_mcfadden,1,6784.95
1426,londa_gould,1,6782.33
87,yan_mcgowan,2,6773.47
1159,charlene_norris,1,6764.57
702,sharie_whitaker,1,6762.13
1158,vito_pickett,1,6754.93
631,tressa_weiss,1,6749.97
366,lavonne_anderson,1,6744.77
1006,marjory_leonard,1,6723.07
1126,elmira_levy,1,6718.55
896,stefani_gamble,1,6715.43
1012,josephine_dale,1,6712.84
1122,cicely_deleon,1,6701.45
220,lucio_sherman,1,6672.29
379,mina_carrillo,1,6671.6
717,kristofer_craig,1,6659.96
1137,dottie_roberts,1,6654.47
367,blanca_hooper,1,6602.94
1424,lashunda_cole,1,6591.97
31,williemae_holloway,3,6585.54
372,collene_roman,1,6578.96
571,kaley_blanchard,1,6578.92
1359,octavia_donaldson,1,6543.06
999,latoya_johns,1,6530.91
768,yvone_yates,1,6515.95
175,nova_hess,2,6511.96
1347,kate_barber,1,6495.97
306,vikki_erickson,1,6489.56
568,arcelia_vinson,1,6479.93
646,ann_heath,1,6468.22
574,adriene_rivera,1,6462.46
360,van_peters,1,6448.29
2,kasha_todd,3,6443.02
231,jenee_rasmussen,2,6430.94
963,anisha_lang,1,6416.59
1024,coleman_boyd,1,6412.55
579,matilda_larson,1,6397.47
972,damian_mills,1,6396.96
748,oliva_blackwell,1,6382.94
1302,verda_gilbert,1,6349.36
33,deloris_burke,3,6347.96
984,ivette_warren,1,6335.66
484,chelsey_boyd,1,6332.94
1291,shiloh_bates,1,6330.57
1048,ji_burt,1,6319.94
86,lissa_vargas,2,6275.99
1149,drucilla_gilliam,1,6265.95
246,dionne_norris,1,6261.95
488,joaquin_hawkins,1,6259.26
696,norine_huffman,1,6240.55
1206,mercy_brown,1,6239.27
1247,tammie_cherry,1,6239.09
135,dorthey_jackson,2,6229.46
882,hilda_harvey,1,6229.12
500,moira_lester,1,6196.64
1144,jewel_sparks,1,6187.15
146,stefany_potter,1,6183.56
111,shila_white,1,6177.77
758,raymonde_garcia,1,6169.96
194,dorine_roberson,2,6160.06
212,buford_bridges,1,6155.96
724,lois_steele,1,6152.65
1135,alisia_albert,1,6150.93
293,tiny_french,1,6102.96
1276,shona_mcmillan,1,6089.98
1350,annett_rush,1,6089.92
723,vicki_wiggins,1,6074.04
1040,shantae_hammond,1,6068.94
127,erlinda_nielsen,1,6034.96
426,daisy_ward,1,6023.95
32,araceli_golden,3,6012.43
138,jone_bernard,2,6005.24
29,syreeta_hendricks,2,5989.97
235,jeromy_elliott,1,5989.96
919,ruthanne_hoover,1,5989.93
1396,delma_bailey,1,5984.98
660,shara_pope,1,5959.06
165,jeromy_burch,2,5953.95
1174,aaron_knapp,1,5927.55
352,josef_greer,1,5925.55
1316,conrad_mueller,1,5925.47
744,laurel_schultz,1,5923.95
1392,trista_lambert,1,5922.47
577,danille_mcfarland,1,5909.61
749,oralia_farley,1,5893.55
1257,rosamaria_meyer,1,5893.54
1330,karren_stevenson,1,5891.16
104,katharina_bates,2,5888.2
179,deane_sears,1,5887.34
1021,nicolas_carlson,1,5863.44
48,cesar_jackson,2,5852.92
1057,conchita_boone,1,5851.92
1085,adam_thornton,1,5841.52
1152,tuyet_rosa,1,5841.09
5,charolette_rice,3,5840.09
862,mellie_puckett,1,5835.85
486,valeri_marshall,1,5834.13
1310,emanuel_mckee,1,5833.97
640,allison_nolan,1,5809.47
774,nenita_mooney,1,5806.03
863,shonta_preston,1,5801.93
833,leone_emerson,1,5779.81
1172,katherin_clark,1,5777.76
1119,tora_dunlap,1,5775.54
461,effie_jenkins,1,5768.21
40,ronna_butler,3,5746.85
1215,karl_stephens,1,5745.95
224,moses_pope,2,5735.94
1244,trang_hardin,1,5732.46
332,reena_higgins,1,5728.93
1134,sherril_alvarado,1,5723.74
327,sharie_alvarez,1,5716.59
1112,hollis_rasmussen,1,5709.95
21,tobie_little,3,5708.0
274,josh_shaw,1,5701.1
1014,ling_newman,1,5699.98
1365,shenna_espinoza,1,5699.98
1260,phuong_wolf,1,5686.58
281,rayna_perry,1,5672.28
923,randee_pitts,1,5671.13
47,bridgette_guerra,3,5645.21
1321,shantel_gregory,1,5644.91
1041,bettye_espinoza,1,5627.95
1373,lanora_robbins,1,5600.05
903,maira_long,1,5588.51
1042,larissa_hays,1,5588.34
567,sheila_travis,1,5579.96
565,dagny_owen,1,5578.13
65,kanesha_vega,2,5575.8
1200,aubrey_durham,1,5565.56
958,ciera_koch,1,5557.32
762,quyen_houston,1,5537.98
998,heather_chaney,1,5528.95
34,brittney_woodward,2,5517.88
1254,dung_reid,1,5515.96
751,hermila_mckay,1,5498.36
410,conception_slater,1,5478.94
1240,bella_perez,1,5444.95
605,renita_henry,1,5442.07
460,romelia_myers,1,5440.36
99,carie_kidd,1,5431.89
312,cameron_carroll,1,5419.97
1235,georgina_gonzales,1,5417.97
1220,carissa_cross,1,5404.05
89,arvilla_osborn,2,5402.67
100,kellie_franco,1,5399.98
50,cleotilde_booth,3,5393.04
530,selene_austin,1,5382.04
27,santos_valencia,2,5359.55
1280,jackeline_colon,1,5342.15
961,iva_wilcox,1,5338.95
1390,genoveva_lloyd,1,5333.33
1303,renay_atkins,1,5332.94
257,earl_stanley,1,5315.9
364,bev_chang,1,5291.96
1259,kimbery_nieves,1,5270.94
14,garry_espinoza,3,5255.56
1213,yang_giles,1,5244.95
1319,claris_santiago,1,5231.85
278,myesha_burgess,1,5226.66
413,ginette_edwards,1,5225.94
142,nicholas_vazquez,1,5224.99
643,melba_wilkinson,1,5224.54
1395,eliseo_knight,1,5220.47
611,ashleigh_frank,1,5219.98
917,vernia_madden,1,5219.98
361,virgina_berg,1,5154.14
701,alysia_nicholson,1,5126.95
1273,cheree_hale,1,5122.34
337,majorie_wyatt,1,5119.35
1268,sung_chambers,1,5115.96
1313,dante_grimes,1,5114.09
966,novella_patel,1,5107.86
989,loreen_byers,1,5090.41
447,chasidy_tran,1,5080.62
239,felice_guzman,2,5078.44
428,hipolito_padilla,1,5062.33
779,major_merrill,1,5055.11
1334,ashleigh_finch,1,5024.16
1295,alline_beasley,1,5022.95
524,larraine_horn,1,5017.85
1233,lise_hebert,1,5015.73
1322,ai_forbes,1,5014.96
1147,kandace_ayers,1,5004.59
848,ernestina_skinner,1,4991.96
240,le_deleon,2,4979.54
1411,shanda_stevenson,1,4960.45
60,neil_mccall,2,4959.66
18,georgetta_hardin,3,4959.09
912,inocencia_key,1,4949.99
13,lashawn_ortiz,3,4924.82
1190,romeo_steele,1,4922.94
1397,dewayne_herring,1,4921.15
313,melani_jarvis,1,4918.36
216,wai_soto,1,4912.15
615,jamika_blanchard,1,4911.43
88,titus_bullock,2,4902.62
603,genevieve_juarez,1,4890.36
459,latosha_dalton,1,4877.4
773,yolando_wade,1,4873.95
440,yevette_todd,1,4863.96
163,margert_stevens,1,4851.13
973,margaretta_clayton,1,4835.37
1408,eleanor_mendez,1,4829.18
945,krissy_ochoa,1,4814.62
1078,theresia_barron,1,4803.62
682,arnita_thomas,1,4799.98
213,elenore_hensley,1,4789.73
819,yahaira_robertson,1,4784.15
965,margit_osborn,1,4781.92
80,sarai_mckee,2,4781.67
1209,deandrea_cox,1,4778.02
1378,enoch_rosario,1,4776.04
400,alfredo_dodson,1,4766.83
288,keturah_massey,1,4765.42
1242,chauncey_donaldson,1,4762.46
26,theo_reese,2,4757.03
906,erik_leblanc,1,4749.98
739,bobbi_banks,1,4746.63
765,spring_hayes,1,4737.26
24,corene_wall,3,4733.31
120,luz_house,2,4712.58
478,emmett_hahn,1,4700.06
396,laverna_hernandez,1,4699.95
1301,raven_curtis,1,4692.86
929,thurman_ellis,1,4689.45
53,saturnina_garner,3,4689.41
443,ayana_keith,1,4685.09
1169,beatris_joyner,1,4665.54
197,andy_o'neill,1,4655.03
555,marry_benjamin,1,4654.95
952,aileen_marquez,1,4644.91
1425,justina_jenkins,1,4639.98
1328,cindie_franklin,1,4633.85
885,janna_hayden,1,4624.93
742,evelina_manning,1,4617.75
280,brenda_tate,1,4616.01
42,tangela_quinn,2,4602.56
199,clelia_workman,1,4571.07
223,scarlet_yates,1,4563.09
986,marcel_lindsay,1,4544.84
1164,patrina_tanner,1,4539.97
156,charlyn_cantrell,1,4534.38
839,carolann_russell,1,4521.88
736,genny_hensley,1,4507.61
1056,rebbecca_espinoza,1,4503.74
970,ruth_horton,1,4499.99
1196,ileana_holt,1,4499.99
1202,carmina_emerson,1,4497.58
1129,gilberto_sanders,1,4497.0
894,nathaniel_richard,1,4495.27
90,marjorie_logan,2,4478.39
1062,jerri_guthrie,1,4477.17
1354,alexandria_zamora,1,4475.46
1153,ara_vazquez,1,4466.64
344,herta_rollins,1,4464.66
554,hilde_nieves,1,4459.21
566,cinthia_poole,1,4458.95
995,amina_salazar,1,4447.72
1091,risa_gallagher,1,4445.05
711,jovita_bishop,1,4436.6
526,lazaro_moran,1,4422.93
1419,lurlene_cotton,1,4399.99
215,judith_finley,1,4397.96
606,sarah_kirkland,1,4387.96
887,graig_cannon,1,4369.34
910,elenore_william,1,4334.05
756,graig_roth,1,4318.45
537,carter_bentley,1,4318.0
931,porter_bass,1,4305.95
1362,christiana_gross,1,4299.95
900,jule_davenport,1,4298.45
161,crystle_gilliam,1,4296.18
527,afton_juarez,1,4279.57
955,delfina_gilliam,1,4274.98
624,sharika_colon,1,4271.11
975,annis_sanchez,1,4269.95
116,merlene_vinson,3,4264.54
113,eliana_silva,1,4236.34
807,nathalie_knowles,1,4231.12
1433,nicola_knight,1,4226.22
155,lory_page,1,4214.97
1298,trudy_riddle,1,4214.94
781,tajuana_riddle,1,4205.98
1269,gustavo_gamble,1,4204.52
1101,louise_flowers,1,4196.95
612,gabriel_wagner,1,4196.02
1097,collen_dennis,1,4195.3
1163,carmela_hays,1,4186.52
1113,kendra_harrington,1,4171.94
861,olympia_figueroa,1,4169.98
831,lory_berg,1,4169.98
1096,tonda_webb,1,4169.35
1246,dale_rasmussen,1,4167.84
1418,penni_best,1,4162.85
236,verona_o'neill,1,4157.97
301,annett_garrett,1,4156.69
335,scarlet_reed,1,4147.66
181,olevia_pitts,2,4136.98
1141,mallie_osborn,1,4135.95
338,abbey_pugh,1,4132.99
1067,lillia_gillespie,1,4130.34
178,genoveva_tyler,1,4125.55
1133,dung_king,1,4115.97
1376,kimberley_reynolds,1,4109.06
760,marisa_chambers,1,4105.11
619,ana_palmer,1,4100.43
202,marni_bolton,1,4095.01
162,kam_wilder,1,4094.84
1175,sindy_anderson,1,4092.85
691,ladawn_downs,1,4067.66
1072,maryalice_henry,1,4064.83
946,angella_bridges,1,4062.33
801,ophelia_rodgers,1,4044.84
1263,rufina_chandler,1,4044.78
395,fairy_robinson,1,4041.15
600,joi_reeves,1,4038.5
806,reyes_merritt,1,4037.96
1066,raeann_duncan,1,4030.95
450,ellsworth_michael,1,4030.05
597,rudolf_moran,1,4017.43
386,nelle_beck,1,4012.64
644,valentin_mclaughlin,1,4001.91
521,max_charles,1,3998.36
362,olevia_noel,1,3997.97
865,julia_joyner,1,3995.62
1329,sharyn_brewer,1,3994.45
1311,whitley_cannon,1,3975.23
118,le_wood,1,3974.62
662,loraine_sykes,1,3960.42
1178,wendie_nash,1,3950.36
614,toshia_cardenas,1,3935.96
143,janae_doyle,1,3920.66
1001,lee_roman,1,3911.86
309,anderson_martin,1,3900.65
1324,arla_ellis,1,3900.06
1054,arielle_levine,1,3899.96
83,tiesha_daniel,2,3896.57
1102,henrietta_wagner,1,3891.51
1083,cher_alston,1,3866.04
937,aida_koch,1,3865.76
625,donnetta_henson,1,3860.14
437,laureen_barry,1,3859.92
150,weldon_michael,1,3840.88
645,lewis_garner,1,3818.29
1203,georgeann_rojas,1,3818.2
686,darcel_harmon,1,3816.46
133,delbert_wilkins,1,3810.82
234,winfred_harris,1,3804.91
168,nettie_mcdaniel,1,3801.64
1437,son_warner,1,3799.99
950,verna_solis,1,3799.16
1088,jane_henderson,1,3793.15
69,katelin_kennedy,2,3784.46
1296,travis_whitley,1,3768.93
515,reita_dickson,1,3766.63
1156,han_wade,1,3763.87
134,brianna_moss,1,3751.87
890,rosanne_george,1,3750.87
171,miriam_baker,1,3723.82
1262,brianne_hays,1,3722.98
1115,lina_meadows,1,3720.88
20,aleta_shepard,3,3700.82
673,adam_henderson,1,3695.47
826,shay_stephenson,1,3671.7
1188,marcene_curtis,1,3668.92
856,lara_guy,1,3659.98
297,christia_carson,1,3658.18
270,claudio_wise,1,3646.98
474,lavern_orr,1,3644.04
152,katherina_odom,1,3643.54
205,harris_pittman,1,3642.01
657,sam_lester,1,3633.35
1430,tayna_wade,1,3628.51
1353,agatha_daniels,1,3613.72
68,jayne_kirkland,3,3600.87
210,priscilla_wilkins,1,3599.99
1003,sharell_ross,1,3594.86
716,sebrina_hart,1,3591.27
1223,bronwyn_vargas,1,3589.56
670,shawnda_glover,1,3586.7
76,parker_prince,2,3584.23
1189,sheila_goodman,1,3581.46
84,armand_whitehead,2,3577.27
277,mark_garrett,1,3570.55
898,crysta_velez,1,3567.56
1028,shanna_bonner,1,3564.96
641,derrick_marks,1,3563.02
761,rod_hatfield,1,3546.92
599,jonell_rivas,1,3535.27
694,lanie_dunn,1,3531.3
469,micki_rutledge,1,3511.73
512,hee_greer,1,3509.97
1306,america_swanson,1,3505.76
560,tricia_daniels,1,3502.49
51,gertrud_rhodes,2,3500.03
907,daina_sampson,1,3495.66
57,pamala_henry,2,3490.97
432,julius_holt,1,3489.97
1219,alden_atkinson,1,3484.07
648,catrice_hicks,1,3475.84
823,tina_bush,1,3464.02
705,camille_harvey,1,3463.54
30,jamaal_albert,3,3451.79
1093,alejandrina_hodges,1,3447.22
1358,noble_glover,1,3443.93
1346,sanora_webster,1,3442.81
1211,brenton_whitaker,1,3439.94
435,izola_hobbs,1,3439.45
1191,tam_fisher,1,3439.17
151,joesph_delacruz,2,3431.81
1080,mirella_duffy,1,3430.96
1124,hubert_reilly,1,3419.98
176,carley_reynolds,2,3414.85
994,demarcus_reese,1,3403.85
864,lore_sykes,1,3390.46
1344,eloisa_tucker,1,3377.97
813,neville_mcclain,1,3376.59
616,shery_acosta,1,3372.13
1071,shemeka_lyons,1,3370.57
709,vinnie_chan,1,3359.97
1265,bonita_marshall,1,3359.74
260,rodrick_shelton,1,3349.64
688,pearlie_cochran,1,3347.98
533,garret_clay,1,3346.03
977,barton_cox,1,3328.06
1177,charlesetta_soto,1,3302.17
951,steve_bender,1,3292.42
722,camila_carroll,1,3292.0
185,morton_lee,1,3290.77
1184,annabelle_hebert,1,3287.31
873,patience_clayton,1,3278.05
132,boyd_irwin,1,3271.81
470,loise_walker,1,3270.23
954,hassan_nash,1,3269.98
1416,miranda_kennedy,1,3254.99
358,kandace_giles,1,3247.24
1352,dorothea_miranda,1,3243.75
899,carisa_carpenter,1,3239.98
498,edda_young,1,3238.96
52,tu_ramirez,2,3233.83
820,sandy_mills,1,3229.95
1154,barry_albert,1,3227.39
97,louanne_martin,2,3225.48
348,darren_witt,1,3223.18
1082,divina_madden,1,3199.99
353,tisa_whitney,1,3196.2
15,linnie_branch,3,3195.6
429,emmett_casey,1,3194.08
653,florencio_davenport,1,3191.95
1059,season_harvey,1,3185.94
1252,adriene_rollins,1,3181.54
1145,deandrea_vega,1,3172.44
582,soledad_moses,1,3168.55
1068,doris_kaufman,1,3167.95
764,terrell_mathis,1,3163.04
618,skye_pope,1,3159.91
1326,tarra_guerrero,1,3155.95
427,latonya_dixon,1,3149.99
832,pamala_fowler,1,3146.46
1208,leila_barr,1,3144.32
303,rolanda_larsen,1,3136.04
1218,donovan_cantrell,1,3126.64
1267,earline_gordon,1,3126.64
1167,ryan_carter,1,3126.64
1032,vernon_knowles,1,3121.48
102,marisol_goodman,1,3121.13
124,jeni_booker,2,3117.77
1160,efren_whitfield,1,3110.85
