customer_id,full_name,avg_spending
43,mozelle carter,10050.0
320,aron wiggins,10047.0
594,deanne parsons,9942.0
70,tomasa carson,9939.0
58,damien dorsey,9934.0
492,justa thompson,9928.0
886,letisha may,9927.0
1439,florrie little,9920.0
544,catarina mendez,9908.0
1034,rico salas,9875.0
356,vashti rosario,9865.0
838,erna sloan,9849.0
421,iola rasmussen,9838.0
186,ken charles,9834.0
345,mi gray,9729.0
1415,harold o'connor,9726.0
983,marguerite berger,9713.0
499,lidia ashley,9705.0
411,octavia case,9674.0
598,benito hendrix,9645.0
82,lizzie joyner,9606.0
738,fannie jenkins,9532.0
329,marilyn frank,9500.0
1261,adelaida hancock,9497.0
21,tobie little,9481.0
1010,katia henry,9480.0
298,jennie middleton,9475.0
94,sharyn hopkins,9443.0
559,basilia thornton,9409.0
1051,tonisha fowler,9400.0
802,barrett sanders,9385.0
1201,nita guy,9372.0
1436,macie ayers,9335.0
279,justina long,9328.0
920,james robles,9315.0
1165,rikki morrow,9302.0
661,trena hudson,9288.0
29,syreeta hendricks,9280.0
1349,kami rios,9279.0
794,donette mccarthy,9275.0
230,chelsey hardin,9212.0
755,tomika wilder,9211.0
63,tenisha lyons,9201.0
1,debra burks,9199.0
1441,jamaal morrison,9173.0
282,randolph chase,9163.0
836,corinna adams,9162.0
340,yanira bradshaw,9158.0
517,buford gilbert,9045.0
732,lavona austin,8975.0
444,caridad compton,8946.0
1279,stan saunders,8936.0
192,bong hebert,8902.0
251,kasie rodriquez,8879.0
893,letty cobb,8820.0
959,christel barber,8817.0
136,sarita parks,8797.0
1031,tonja bean,8787.0
587,euna lopez,8764.0
328,bettie glover,8741.0
68,jayne kirkland,8730.0
713,ilona spears,8713.0
610,leonore dorsey,8696.0
145,miquel neal,8696.0
194,dorine roberson,8684.0
252,eleni gordon,8587.0
666,brittni green,8571.0
272,deja chaney,8561.0
649,eli contreras,8550.0
1333,omega huff,8534.0
351,margorie wynn,8498.0
778,corrinne garrison,8482.0
1341,rozanne reyes,8477.0
149,meredith bryan,8474.0
1161,santa larson,8446.0
206,stephaine riddle,8430.0
1374,juliane dillard,8394.0
564,bettie pierce,8393.0
536,christiane bradford,8377.0
506,irving pitts,8359.0
578,salena day,8343.0
1290,minnie compton,8336.0
115,rey lindsay,8328.0
86,lissa vargas,8310.0
870,dwain carlson,8309.0
1084,regine odom,8303.0
1192,gena owens,8300.0
53,saturnina garner,8281.0
1069,rodolfo buck,8281.0
1236,rudolph velez,8264.0
420,vince schneider,8205.0
990,casimira chapman,8201.0
800,cris dunn,8177.0
637,kara higgins,8128.0
479,gertha mejia,8110.0
384,aimee merritt,8096.0
808,vallie dixon,8084.0
173,marquerite dawson,8072.0
1435,merrie fowler,8070.0
991,brigida larson,8062.0
496,shu mays,8057.0
1060,tommie cooley,8011.0
1148,lenore valdez,8009.0
934,ocie slater,8000.0
1445,ester acevedo,8000.0
960,arline lawson,7996.0
1238,edgar quinn,7994.0
878,melodie melton,7985.0
160,omer estrada,7976.0
687,cecilia camacho,7971.0
1360,latashia travis,7967.0
112,yuk vega,7952.0
916,alishia elliott,7951.0
1118,ja dillard,7947.0
1026,jenine dawson,7939.0
1300,clorinda donovan,7933.0
728,viva dawson,7919.0
1406,farrah orr,7900.0
727,kasha sullivan,7855.0
1315,omega johnston,7848.0
453,courtney wyatt,7824.0
581,vonda berger,7824.0
1274,odette moses,7791.0
877,janine manning,7783.0
545,tajuana rollins,7783.0
1081,carson macias,7748.0
407,dannette guerrero,7720.0
1398,nevada hood,7688.0
96,floretta higgins,7681.0
1052,zora ford,7664.0
859,julianne shannon,7659.0
853,brittney rojas,7601.0
1227,magali dixon,7588.0
787,malisa mitchell,7575.0
529,ellena clements,7568.0
128,terrance lynn,7536.0
269,barton crosby,7526.0
1249,barbra dickerson,7520.0
225,barbera riggs,7486.0
1307,cinda rocha,7482.0
1370,rona rojas,7440.0
390,lorrie pollard,7440.0
308,mazie fernandez,7395.0
472,myron ruiz,7350.0
1245,gabriela warren,7346.0
1125,caleb england,7339.0
793,chantay maynard,7327.0
1043,diane jones,7257.0
675,kermit bowman,7254.0
540,shery randolph,7252.0
75,abby gamble,7228.0
268,trinity riddle,7212.0
60,neil mccall,7200.0
394,virgen clemons,7185.0
782,ricki bullock,7183.0
354,tonda armstrong,7180.0
726,rochell cantrell,7176.0
1120,karole alvarez,7160.0
1162,carmelina sellers,7157.0
242,rutha howell,7144.0
1151,herminia reyes,7140.0
985,milagros weber,7131.0
672,elma molina,7111.0
569,lucas estes,7106.0
25,regenia vaughan,7094.0
1150,keturah reid,7092.0
125,herlinda stone,7068.0
1230,jesus burch,7063.0
1422,tempie jacobson,7050.0
1314,joeann garrison,7045.0
538,sherie ayala,7043.0
665,stacie sims,7041.0
626,leigh burke,7023.0
1372,renna williams,7021.0
417,zoraida patton,7005.0
1442,cassie cline,6987.0
922,elvia cardenas,6979.0
491,celestine jacobs,6972.0
107,cecil hopper,6961.0
481,jayson rutledge,6948.0
37,melia brady,6946.0
895,elaina key,6929.0
349,mable pratt,6912.0
218,casey gill,6902.0
754,hue may,6887.0
314,javier nichols,6873.0
276,lavette wright,6867.0
866,lynwood jackson,6844.0
837,kellye campbell,6830.0
1015,nichelle rosario,6825.0
80,sarai mckee,6823.0
91,marvin mullins,6817.0
316,hortencia graham,6816.0
505,wilda petersen,6814.0
490,yu mcdonald,6805.0
689,deirdre ryan,6804.0
948,siobhan lang,6794.0
1248,bethany herring,6794.0
1089,chere mcfadden,6785.0
20,aleta shepard,6783.0
1426,londa gould,6782.0
1159,charlene norris,6765.0
702,sharie whitaker,6762.0
104,katharina bates,6756.0
1158,vito pickett,6755.0
631,tressa weiss,6750.0
366,lavonne anderson,6745.0
1006,marjory leonard,6723.0
1126,elmira levy,6719.0
896,stefani gamble,6715.0
1012,josephine dale,6713.0
1122,cicely deleon,6701.0
220,lucio sherman,6672.0
379,mina carrillo,6672.0
717,kristofer craig,6660.0
1137,dottie roberts,6654.0
240,le deleon,6611.0
367,blanca hooper,6603.0
1424,lashunda cole,6592.0
571,kaley blanchard,6579.0
372,collene roman,6579.0
1359,octavia donaldson,6543.0
999,latoya johns,6531.0
6,lyndsey bean,6530.0
65,kanesha vega,6528.0
768,yvone yates,6516.0
1347,kate barber,6496.0
306,vikki erickson,6490.0
568,arcelia vinson,6480.0
646,ann heath,6468.0
574,adriene rivera,6462.0
360,van peters,6448.0
963,anisha lang,6417.0
157,carola rodriquez,6416.0
1024,coleman boyd,6413.0
972,damian mills,6397.0
579,matilda larson,6397.0
748,oliva blackwell,6383.0
1302,verda gilbert,6349.0
984,ivette warren,6336.0
484,chelsey boyd,6333.0
1291,shiloh bates,6331.0
1048,ji burt,6320.0
1149,drucilla gilliam,6266.0
246,dionne norris,6262.0
488,joaquin hawkins,6259.0
696,norine huffman,6241.0
1206,mercy brown,6239.0
1247,tammie cherry,6239.0
882,hilda harvey,6229.0
500,moira lester,6197.0
1144,jewel sparks,6187.0
146,stefany potter,6184.0
111,shila white,6178.0
758,raymonde garcia,6170.0
212,buford bridges,6156.0
724,lois steele,6153.0
1135,alisia albert,6151.0
59,latasha stanley,6142.0
66,lorrie becker,6127.0
293,tiny french,6103.0
1350,annett rush,6090.0
1276,shona mcmillan,6090.0
723,vicki wiggins,6074.0
1040,shantae hammond,6069.0
54,fran yang,6065.0
127,erlinda nielsen,6035.0
426,daisy ward,6024.0
27,santos valencia,6005.0
235,jeromy elliott,5990.0
919,ruthanne hoover,5990.0
1396,delma bailey,5985.0
660,shara pope,5959.0
1174,aaron knapp,5928.0
352,josef greer,5926.0
1316,conrad mueller,5925.0
744,laurel schultz,5924.0
135,dorthey jackson,5923.0
1392,trista lambert,5922.0
577,danille mcfarland,5910.0
749,oralia farley,5894.0
1257,rosamaria meyer,5894.0
1330,karren stevenson,5891.0
179,deane sears,5887.0
1021,nicolas carlson,5863.0
1057,conchita boone,5852.0
1085,adam thornton,5842.0
1152,tuyet rosa,5841.0
862,mellie puckett,5836.0
33,deloris burke,5834.0
1310,emanuel mckee,5834.0
486,valeri marshall,5834.0
124,jeni booker,5813.0
640,allison nolan,5809.0
774,nenita mooney,5806.0
863,shonta preston,5802.0
833,leone emerson,5780.0
1172,katherin clark,5778.0
1119,tora dunlap,5776.0
461,effie jenkins,5768.0
1215,karl stephens,5746.0
1244,trang hardin,5732.0
332,reena higgins,5729.0
1134,sherril alvarado,5724.0
327,sharie alvarez,5717.0
1112,hollis rasmussen,5710.0
274,josh shaw,5701.0
1365,shenna espinoza,5700.0
1014,ling newman,5700.0
1260,phuong wolf,5687.0
281,rayna perry,5672.0
923,randee pitts,5671.0
39,janetta aguirre,5666.0
1321,shantel gregory,5645.0
1041,bettye espinoza,5628.0
1373,lanora robbins,5600.0
903,maira long,5589.0
1042,larissa hays,5588.0
567,sheila travis,5580.0
565,dagny owen,5578.0
1200,aubrey durham,5566.0
958,ciera koch,5557.0
165,jeromy burch,5550.0
762,quyen houston,5538.0
998,heather chaney,5529.0
1254,dung reid,5516.0
751,hermila mckay,5498.0
410,conception slater,5479.0
5,charolette rice,5455.0
24,corene wall,5454.0
1240,bella perez,5445.0
605,renita henry,5442.0
460,romelia myers,5440.0
99,carie kidd,5432.0
312,cameron carroll,5420.0
1235,georgina gonzales,5418.0
79,ashanti parks,5416.0
1220,carissa cross,5404.0
100,kellie franco,5400.0
30,jamaal albert,5395.0
530,selene austin,5382.0
1280,jackeline colon,5342.0
961,iva wilcox,5339.0
1390,genoveva lloyd,5333.0
1303,renay atkins,5333.0
257,earl stanley,5316.0
138,jone bernard,5300.0
364,bev chang,5292.0
1259,kimbery nieves,5271.0
1213,yang giles,5245.0
1319,claris santiago,5232.0
278,myesha burgess,5227.0
413,ginette edwards,5226.0
643,melba wilkinson,5225.0
142,nicholas vazquez,5225.0
611,ashleigh frank,5220.0
917,vernia madden,5220.0
1395,eliseo knight,5220.0
123,robena hill,5186.0
61,elinore aguilar,5180.0
361,virgina berg,5154.0
701,alysia nicholson,5127.0
1273,cheree hale,5122.0
69,katelin kennedy,5120.0
337,majorie wyatt,5119.0
1268,sung chambers,5116.0
1313,dante grimes,5114.0
966,novella patel,5108.0
989,loreen byers,5090.0
447,chasidy tran,5081.0
428,hipolito padilla,5062.0
779,major merrill,5055.0
1334,ashleigh finch,5024.0
1295,alline beasley,5023.0
524,larraine horn,5018.0
1233,lise hebert,5016.0
1322,ai forbes,5015.0
1147,kandace ayers,5005.0
848,ernestina skinner,4992.0
1411,shanda stevenson,4960.0
912,inocencia key,4950.0
1190,romeo steele,4923.0
1397,dewayne herring,4921.0
313,melani jarvis,4918.0
216,wai soto,4912.0
615,jamika blanchard,4911.0
603,genevieve juarez,4890.0
459,latosha dalton,4877.0
773,yolando wade,4874.0
440,yevette todd,4864.0
163,margert stevens,4851.0
973,margaretta clayton,4835.0
1408,eleanor mendez,4829.0
945,krissy ochoa,4815.0
1078,theresia barron,4804.0
682,arnita thomas,4800.0
213,elenore hensley,4790.0
819,yahaira robertson,4784.0
965,margit osborn,4782.0
1209,deandrea cox,4778.0
1378,enoch rosario,4776.0
400,alfredo dodson,4767.0
288,keturah massey,4765.0
1242,chauncey donaldson,4762.0
906,erik leblanc,4750.0
739,bobbi banks,4747.0
765,spring hayes,4737.0
396,laverna hernandez,4700.0
478,emmett hahn,4700.0
46,monika berg,4695.0
1301,raven curtis,4693.0
929,thurman ellis,4689.0
443,ayana keith,4685.0
1169,beatris joyner,4666.0
197,andy o'neill,4655.0
555,marry benjamin,4655.0
952,aileen marquez,4645.0
1425,justina jenkins,4640.0
1328,cindie franklin,4634.0
885,janna hayden,4625.0
742,evelina manning,4618.0
280,brenda tate,4616.0
199,clelia workman,4571.0
223,scarlet yates,4563.0
22,adelle larsen,4551.0
986,marcel lindsay,4545.0
1164,patrina tanner,4540.0
156,charlyn cantrell,4534.0
170,regine gonzales,4523.0
839,carolann russell,4522.0
736,genny hensley,4508.0
1056,rebbecca espinoza,4504.0
1196,ileana holt,4500.0
970,ruth horton,4500.0
1202,carmina emerson,4498.0
1129,gilberto sanders,4497.0
894,nathaniel richard,4495.0
1062,jerri guthrie,4477.0
1354,alexandria zamora,4475.0
1153,ara vazquez,4467.0
36,bernita mcdaniel,4465.0
344,herta rollins,4465.0
554,hilde nieves,4459.0
566,cinthia poole,4459.0
995,amina salazar,4448.0
1091,risa gallagher,4445.0
711,jovita bishop,4437.0
526,lazaro moran,4423.0
2,kasha todd,4410.0
1419,lurlene cotton,4400.0
215,judith finley,4398.0
606,sarah kirkland,4388.0
887,graig cannon,4369.0
910,elenore william,4334.0
537,carter bentley,4318.0
756,graig roth,4318.0
931,porter bass,4306.0
1362,christiana gross,4300.0
900,jule davenport,4298.0
161,crystle gilliam,4296.0
527,afton juarez,4280.0
955,delfina gilliam,4275.0
624,sharika colon,4271.0
975,annis sanchez,4270.0
113,eliana silva,4236.0
807,nathalie knowles,4231.0
1433,nicola knight,4226.0
1298,trudy riddle,4215.0
155,lory page,4215.0
110,ollie zimmerman,4210.0
781,tajuana riddle,4206.0
57,pamala henry,4206.0
1269,gustavo gamble,4205.0
1101,louise flowers,4197.0
612,gabriel wagner,4196.0
1097,collen dennis,4195.0
1163,carmela hays,4187.0
1113,kendra harrington,4172.0
831,lory berg,4170.0
861,olympia figueroa,4170.0
1096,tonda webb,4169.0
1246,dale rasmussen,4168.0
1418,penni best,4163.0
236,verona o'neill,4158.0
301,annett garrett,4157.0
335,scarlet reed,4148.0
1141,mallie osborn,4136.0
338,abbey pugh,4133.0
1067,lillia gillespie,4130.0
178,genoveva tyler,4126.0
1133,dung king,4116.0
1376,kimberley reynolds,4109.0
760,marisa chambers,4105.0
619,ana palmer,4100.0
162,kam wilder,4095.0
202,marni bolton,4095.0
1175,sindy anderson,4093.0
691,ladawn downs,4068.0
1072,maryalice henry,4065.0
946,angella bridges,4062.0
1263,rufina chandler,4045.0
801,ophelia rodgers,4045.0
395,fairy robinson,4041.0
600,joi reeves,4039.0
806,reyes merritt,4038.0
1066,raeann duncan,4031.0
450,ellsworth michael,4030.0
83,tiesha daniel,4029.0
597,rudolf moran,4017.0
40,ronna butler,4016.0
386,nelle beck,4013.0
644,valentin mclaughlin,4002.0
362,olevia noel,3998.0
521,max charles,3998.0
865,julia joyner,3996.0
1329,sharyn brewer,3994.0
208,denis logan,3977.0
118,le wood,3975.0
1311,whitley cannon,3975.0
662,loraine sykes,3960.0
1178,wendie nash,3950.0
614,toshia cardenas,3936.0
143,janae doyle,3921.0
1001,lee roman,3912.0
309,anderson martin,3901.0
1324,arla ellis,3900.0
1054,arielle levine,3900.0
109,monica sears,3900.0
1102,henrietta wagner,3892.0
937,aida koch,3866.0
1083,cher alston,3866.0
625,donnetta henson,3860.0
437,laureen barry,3860.0
150,weldon michael,3841.0
151,joesph delacruz,3832.0
217,carline collier,3824.0
645,lewis garner,3818.0
1203,georgeann rojas,3818.0
686,darcel harmon,3816.0
133,delbert wilkins,3811.0
181,olevia pitts,3810.0
234,winfred harris,3805.0
168,nettie mcdaniel,3802.0
1437,son warner,3800.0
950,verna solis,3799.0
1088,jane henderson,3793.0
1296,travis whitley,3769.0
515,reita dickson,3767.0
1156,han wade,3764.0
134,brianna moss,3752.0
890,rosanne george,3751.0
171,miriam baker,3724.0
1262,brianne hays,3723.0
1115,lina meadows,3721.0
673,adam henderson,3695.0
48,cesar jackson,3680.0
826,shay stephenson,3672.0
1188,marcene curtis,3669.0
856,lara guy,3660.0
297,christia carson,3658.0
270,claudio wise,3647.0
152,katherina odom,3644.0
474,lavern orr,3644.0
205,harris pittman,3642.0
657,sam lester,3633.0
1430,tayna wade,3629.0
1353,agatha daniels,3614.0
210,priscilla wilkins,3600.0
74,georgeann waller,3600.0
1003,sharell ross,3595.0
716,sebrina hart,3591.0
1223,bronwyn vargas,3590.0
670,shawnda glover,3587.0
1189,sheila goodman,3581.0
277,mark garrett,3571.0
898,crysta velez,3568.0
1028,shanna bonner,3565.0
641,derrick marks,3563.0
761,rod hatfield,3547.0
72,petronila norris,3540.0
599,jonell rivas,3535.0
77,keri bridges,3533.0
694,lanie dunn,3531.0
469,micki rutledge,3512.0
512,hee greer,3510.0
1306,america swanson,3506.0
560,tricia daniels,3502.0
907,daina sampson,3496.0
432,julius holt,3490.0
90,marjorie logan,3486.0
1219,alden atkinson,3484.0
648,catrice hicks,3476.0
823,tina bush,3464.0
705,camille harvey,3464.0
1093,alejandrina hodges,3447.0
1358,noble glover,3444.0
1346,sanora webster,3443.0
1211,brenton whitaker,3440.0
1191,tam fisher,3439.0
435,izola hobbs,3439.0
1080,mirella duffy,3431.0
1124,hubert reilly,3420.0
994,demarcus reese,3404.0
864,lore sykes,3390.0
1344,eloisa tucker,3378.0
813,neville mcclain,3377.0
616,shery acosta,3372.0
1071,shemeka lyons,3371.0
709,vinnie chan,3360.0
1265,bonita marshall,3360.0
260,rodrick shelton,3350.0
688,pearlie cochran,3348.0
533,garret clay,3346.0
977,barton cox,3328.0
1177,charlesetta soto,3302.0
951,steve bender,3292.0
722,camila carroll,3292.0
185,morton lee,3291.0
1184,annabelle hebert,3287.0
41,kathie freeman,3278.0
873,patience clayton,3278.0
132,boyd irwin,3272.0
470,loise walker,3270.0
954,hassan nash,3270.0
1416,miranda kennedy,3255.0
358,kandace giles,3247.0
1352,dorothea miranda,3244.0
899,carisa carpenter,3240.0
498,edda young,3239.0
820,sandy mills,3230.0
1154,barry albert,3227.0
348,darren witt,3223.0
1082,divina madden,3200.0
353,tisa whitney,3196.0
429,emmett casey,3194.0
653,florencio davenport,3192.0
1059,season harvey,3186.0
1252,adriene rollins,3182.0
1145,deandrea vega,3172.0
582,soledad moses,3169.0
1068,doris kaufman,3168.0
764,terrell mathis,3163.0
618,skye pope,3160.0
1326,tarra guerrero,3156.0
12,robby sykes,3155.0
427,latonya dixon,3150.0
832,pamala fowler,3146.0
1208,leila barr,3144.0
303,rolanda larsen,3136.0
52,tu ramirez,3127.0
1267,earline gordon,3127.0
1167,ryan carter,3127.0
1218,donovan cantrell,3127.0
1032,vernon knowles,3121.0
102,marisol goodman,3121.0
1160,efren whitfield,3111.0
628,ehtel cobb,3106.0
84,armand whitehead,3104.0
434,douglass little,3093.0
480,garland weaver,3074.0
712,kecia olsen,3066.0
231,jenee rasmussen,3059.0
273,queenie vance,3057.0
1030,saran moses,3050.0
518,homer powers,3040.0
679,tuan wolfe,3038.0
1127,waldo hart,3033.0
214,ross pugh,3033.0
1049,marcelino mcbride,3027.0
507,sheree pena,3023.0
941,danyell dickerson,3018.0
355,arvilla weiss,3016.0
1404,loyce conway,3015.0
239,felice guzman,3015.0
1413,ophelia decker,3014.0
129,walton dejesus,3011.0
1287,victor pittman,2992.0
580,mellisa kim,2976.0
1304,tama berg,2967.0
174,babara ochoa,2964.0
412,dexter roberts,2964.0
497,ezra fowler,2958.0
307,fransisca nicholson,2943.0
1281,marlen dawson,2932.0
1400,shayla hart,2929.0
1375,carlena salinas,2915.0
669,willis randolph,2899.0
771,agnes sims,2892.0
1033,jeannette skinner,2890.0
1285,garth huff,2881.0
982,orval hunter,2878.0
799,india barron,2874.0
979,ingeborg ellison,2867.0
489,kirstie vazquez,2854.0
14,garry espinoza,2850.0
1055,hildegarde christensen,2850.0
1105,armando black,2843.0
333,ami mcmahon,2840.0
1140,penney hall,2836.0
1379,dorine thornton,2835.0
667,etsuko garrison,2828.0
204,alpha king,2814.0
1029,ping quinn,2804.0
1185,corine stuart,2802.0
1197,nakisha clay,2800.0
1108,bao wade,2793.0
439,sunshine rosario,2790.0
380,alesia horne,2788.0
1216,elvina gates,2781.0
106,raul melendez,2771.0
326,shiela calderon,2768.0
892,alissa craft,2755.0
520,andreas herman,2755.0
737,melita dominguez,2749.0
198,luis tyler,2749.0
519,rudolf gilliam,2747.0
1058,aisha woods,2744.0
51,gertrud rhodes,2744.0
987,louis powell,2738.0
1275,lenita bonner,2726.0
31,williemae holloway,2720.0
790,petronila gallegos,2719.0
103,sylvie wilkerson,2718.0
1271,roy chan,2718.0
828,renato morton,2717.0
1229,carina lynch,2708.0
1210,shawnna frank,2705.0
650,rita bailey,2701.0
1272,houston vasquez,2700.0
323,jeniffer slater,2700.0
1432,zona cameron,2697.0
299,jame riggs,2687.0
266,myung hooper,2682.0
953,kattie stevenson,2681.0
1335,corina lynch,2673.0
1183,kim clark,2665.0
243,natosha rowland,2659.0
256,erma salinas,2658.0
1075,dann huff,2653.0
1128,bea kane,2643.0
636,ashton lott,2635.0
13,lashawn ortiz,2623.0
1394,genny fields,2616.0
735,aide franco,2605.0
632,yvette rogers,2599.0
1388,nanette harris,2560.0
201,candis harding,2549.0
98,violet valenzuela,2546.0
1384,elmo sweeney,2518.0
757,lamar greer,2511.0
562,alejandro norman,2510.0
1123,raphael o'neil,2510.0
542,timothy byers,2502.0
207,michel blankenship,2500.0
872,silas tate,2498.0
262,rubin decker,2484.0
180,karey steele,2478.0
1266,myrl gay,2475.0
1264,devin velazquez,2470.0
1351,carman hardy,2465.0
706,lolita o'neill,2453.0
552,lea key,2450.0
495,travis goodman,2447.0
988,vanda holmes,2433.0
795,mariam miranda,2431.0
385,rochelle ward,2428.0
87,yan mcgowan,2427.0
639,ronald parsons,2421.0
818,joel wynn,2420.0
1381,mercedez brooks,2415.0
936,sherilyn wilcox,2411.0
1282,alexis mack,2402.0
176,carley reynolds,2386.0
393,gertrude terry,2380.0
777,ilda roberson,2379.0
250,ivonne yang,2371.0
1104,khalilah robertson,2362.0
1121,shasta combs,2360.0
467,clare neal,2358.0
510,faustino delacruz,2347.0
319,justin newton,2337.0
131,tanesha hampton,2336.0
1323,ebony cotton,2333.0
1039,bee baker,2330.0
287,mireille puckett,2321.0
1380,eliz lynch,2320.0
1399,angelika perry,2320.0
139,wanita davenport,2320.0
1308,shea howell,2320.0
502,malinda baxter,2312.0
967,laurette hebert,2309.0
76,parker prince,2300.0
408,edra fitzgerald,2298.0
224,moses pope,2290.0
1181,agustina lawrence,2284.0
402,kerrie morton,2283.0
50,cleotilde booth,2265.0
1251,nanette roman,2259.0
315,justina jenkins,2258.0
817,zelda pratt,2253.0
939,maximina hutchinson,2231.0
1278,loan graham,2228.0
575,laurence christian,2223.0
1027,shanita wiley,2218.0
759,cira downs,2214.0
770,lavonda stephenson,2209.0
1046,dane mcdaniel,2206.0
436,honey camacho,2201.0
1401,willetta murphy,2201.0
546,thad castro,2198.0
553,rory cooper,2198.0
789,tad gardner,2196.0
1331,divina reeves,2195.0
1087,willow gardner,2191.0
324,laureen paul,2165.0
241,manie sanchez,2158.0
1045,pasquale hogan,2155.0
45,bennett armstrong,2142.0
376,elanor patrick,2137.0
938,emory o'connor,2135.0
1217,carlie terrell,2134.0
1179,vernetta banks,2124.0
42,tangela quinn,2121.0
1231,selene vega,2119.0
466,collen hayes,2114.0
64,bobbie foster,2112.0
668,calandra stanton,2101.0
909,alita salinas,2100.0
1409,lamar bush,2093.0
584,lynne anderson,2091.0
1250,neoma daugherty,2083.0
190,toya pratt,2082.0
189,damian dawson,2069.0
1234,joshua berg,2069.0
620,eric hardin,2066.0
1182,trinidad chapman,2052.0
1429,lorrie justice,2042.0
1367,lucile manning,2032.0
1193,phebe soto,2024.0
1187,kenyetta mason,2014.0
845,kathyrn bush,2011.0
855,lean stark,2009.0
1385,kenton hughes,2006.0
10,pamelia newman,2004.0
431,luciano marsh,1999.0
359,angie powers,1990.0
680,mathilda pennington,1988.0
797,cathey lamb,1984.0
932,yvonne bean,1974.0
854,phylis adkins,1973.0
357,sheri cole,1971.0
944,tonja henderson,1964.0
15,linnie branch,1962.0
